,timestamp,labelrunning,labeljogging,labelsitting,labelexercising,x,y,z
2560,1.528912544899555e+18,1,0,0,0,-0.792408,-0.545788,0.388092
2570,1.528912545101127e+18,1,0,0,0,-0.28676799999999997,-0.735903,0.380459
2580,1.5289125453026988e+18,1,0,0,0,1.221975,0.199974,0.052315999999999994
2590,1.5289125455042706e+18,1,0,0,0,1.166131,0.784914,0.695966
2600,1.5289125457058424e+18,1,0,0,0,-0.51928,-1.097321,0.552824
2610,1.5289125459074145e+18,1,0,0,0,-1.284852,1.787766,0.9004620000000001
2620,1.528912546108986e+18,1,0,0,0,0.519134,-1.108335,-0.25698200000000004
2630,1.528912546310558e+18,1,0,0,0,-0.364181,4.743691,-0.363255
2640,1.5289125465121298e+18,1,0,0,0,-0.04856,-1.614101,-1.085607
2650,1.5289125467137016e+18,1,0,0,0,0.435496,2.0698369999999997,0.4135390000000001
2660,1.5289125469152737e+18,1,0,0,0,0.610777,-1.130099,-0.22238000000000002
2670,1.5289125471168453e+18,1,0,0,0,-0.7466659999999999,0.049405000000000004,0.43782299999999996
2680,1.5289125473184172e+18,1,0,0,0,-0.167277,-1.178022,0.276145
2690,1.528912547519989e+18,1,0,0,0,1.112311,0.431791,-2.262436
2700,1.5289125477215608e+18,1,0,0,0,0.839377,-0.449376,-0.255858
2710,1.528912547923133e+18,1,0,0,0,-0.541342,-0.953608,0.500238
2720,1.5289125481247045e+18,1,0,0,0,-0.5851350000000001,-0.507885,0.30643200000000004
2730,1.5289125483262764e+18,1,0,0,0,0.748336,-0.805135,-1.344961
2740,1.5289125485278482e+18,1,0,0,0,0.753559,4.5339599999999995,0.11068399999999999
2750,1.52891254872942e+18,1,0,0,0,-0.43825200000000003,-1.1159290000000002,0.028804000000000007
2760,1.528912548930992e+18,1,0,0,0,0.00018600000000000002,2.96983,0.8003680000000001
2770,1.5289125491325637e+18,1,0,0,0,0.550674,-1.165511,-0.21692899999999998
2780,1.5289125493341356e+18,1,0,0,0,0.2178445,-1.1565124999999998,0.17441800000000002
2790,1.5289125495357074e+18,1,0,0,0,-0.11498499999999999,-1.147514,0.565765
2800,1.5289125497372792e+18,1,0,0,0,1.883234,0.511682,-5.5629550000000005
2810,1.528912549938851e+18,1,0,0,0,0.685187,-0.846994,-0.161728
2820,1.528912550140423e+18,1,0,0,0,-0.741729,-0.72388,0.36741999999999997
2830,1.5289125503419948e+18,1,0,0,0,0.2441105,-0.21922199999999992,0.03761749999999997
2840,1.5289125505435666e+18,1,0,0,0,1.22995,0.285436,-0.292185
2850,1.5289125507451384e+18,1,0,0,0,1.285132,1.135569,0.995035
