,timestamp,labelrunning,labeljogging,labelsitting,labelexercising,x,y,z
320,1.528912499747463e+18,1,0,0,0,-0.758061,-0.101829,-0.740348
330,1.5289124999490348e+18,1,0,0,0,1.223258,-1.093177,0.210461
340,1.5289125001506066e+18,1,0,0,0,-0.472239,-0.880684,0.417542
350,1.5289125003521784e+18,1,0,0,0,-0.721902,-1.9971310000000002,1.100799
360,1.5289125005537505e+18,1,0,0,0,-0.776563,-0.5973310000000001,0.49076499999999995
370,1.528912500755322e+18,1,0,0,0,1.0110649999999999,2.904947,-2.5207610000000003
380,1.528912500956894e+18,1,0,0,0,1.0761690000000002,-0.8848219999999999,-1.483091
390,1.5289125011584658e+18,1,0,0,0,0.7559520000000001,0.682144,-1.6957955
400,1.5289125013600376e+18,1,0,0,0,0.43573500000000004,2.24911,-1.9085
410,1.5289125015616097e+18,1,0,0,0,-0.202534,-1.140133,0.474529
420,1.5289125017631813e+18,1,0,0,0,-1.2294370000000001,-1.731385,0.410383
430,1.5289125019647532e+18,1,0,0,0,0.6877409999999999,-0.514206,0.35378899999999996
440,1.528912502166325e+18,1,0,0,0,-0.430672,-0.9154209999999999,1.752187
450,1.5289125023678968e+18,1,0,0,0,-0.202518,-1.2822360000000002,0.8749389999999999
460,1.528912502569469e+18,1,0,0,0,0.475479,2.028991,-0.13713399999999998
470,1.5289125027710405e+18,1,0,0,0,-1.054799,1.5700120000000002,-0.48807
480,1.5289125029726124e+18,1,0,0,0,0.094277,0.552617,-0.38069000000000003
490,1.5289125031741842e+18,1,0,0,0,0.5516220000000001,-0.240141,0.9407760000000001
500,1.528912503375756e+18,1,0,0,0,-0.242076,0.279733,0.37059000000000003
510,1.528912503577328e+18,1,0,0,0,0.245883,0.319101,0.9797629999999999
520,1.5289125037788997e+18,1,0,0,0,-0.261822,-0.38656,-0.756729
530,1.5289125039804716e+18,1,0,0,0,-0.477472,0.098777,-1.113715
540,1.5289125041820434e+18,1,0,0,0,1.6670619999999998,-0.658061,-0.761721
550,1.5289125043836152e+18,1,0,0,0,-0.009325,0.921357,0.053636
560,1.528912504585187e+18,1,0,0,0,-1.986821,-0.083277,-0.2294070000000001
570,1.528912504786759e+18,1,0,0,0,-0.277586,-0.5719850000000001,-1.564924
580,1.5289125049883308e+18,1,0,0,0,-1.038454,-0.633826,0.19150999999999999
590,1.5289125051899026e+18,1,0,0,0,0.561198,-3.987557,-0.6213850000000001
600,1.5289125053914744e+18,1,0,0,0,0.310638,-2.184908,1.029552
610,1.5289125055930465e+18,1,0,0,0,0.047186,-2.3864330000000002,-0.257262
620,1.528912505794618e+18,1,0,0,0,-0.31960700000000003,2.173355,0.459741
630,1.52891250599619e+18,1,0,0,0,-1.5526799999999998,2.018743,-2.381756
640,1.5289125061977618e+18,1,0,0,0,1.40571,-0.949656,0.14768399999999998
650,1.5289125063993336e+18,1,0,0,0,1.288826,-1.7319259999999999,3.390217
660,1.5289125066009057e+18,1,0,0,0,-1.7767549999999999,0.8320280000000001,-1.2094639999999999
670,1.5289125068024773e+18,1,0,0,0,-1.146968,1.147573,-0.949299
680,1.5289125070040492e+18,1,0,0,0,-0.6226550000000001,0.234879,-0.92814
690,1.528912507205621e+18,1,0,0,0,2.496846,0.322561,2.290496
700,1.5289125074071928e+18,1,0,0,0,0.8396879999999999,-3.345486,-0.9735030000000001
710,1.528912507608765e+18,1,0,0,0,-0.199426,3.199852,3.254802
720,1.5289125078103365e+18,1,0,0,0,-1.13511,-2.3371150000000003,-1.052025
730,1.5289125080119084e+18,1,0,0,0,4.157387,2.254065,3.3576580000000003
